id,name,developer,status,status_group,category,facility_type,ai_classification,confidence,capacity_mw,operational_capacity_mw,planned_capacity_mw,capacity_label,landscape_weight,location,city,county,state,latitude,longitude,precision,powered_by,energy_source,utility,onsite_generation_mw,water_cooling_type,water_reported_mgd,water_notes,community_status,investment_usd,land_acres,jobs_construction,jobs_permanent,nearest_nuclear_name,nearest_nuclear_state,nearest_nuclear_distance_mi,nearest_nuclear_capacity_mw,nearest_nuclear_latitude,nearest_nuclear_longitude,nearest_power_name,nearest_power_state,nearest_power_distance_mi,nearest_power_capacity_mw,nearest_power_source,nearest_power_latitude,nearest_power_longitude,nearest_water_name,nearest_water_type,nearest_water_distance_mi,nearest_water_latitude,nearest_water_longitude,source,source_url,source_count,notes
powerhouse-provident-grand-prairie-tx,PowerHouse Grand Prairie Campus,PowerHouse Data Centers / Provident,Under construction,Under construction,confirmed,data_center,confirmed,confirmed,1800.0,,1800.0,"1,800 MW planned",1800.0,"Grand Prairie, Ellis, TX",Grand Prairie,Ellis,TX,32.62,-97.02,exact,,grid,Oncor,,,,,unknown,,,,,Comanche Peak,TX,49.9,2430.0,32.298365,-97.78552,WAL896,TX,3.8,1.2,NG,32.673532,-97.03623,Lake Texoma,reservoir,87.1,33.824,-96.571,"PowerHouse and Provident to develop 1.8GW campus in DFW, Texas",https://www.datacenterdynamics.com/en/news/powerhouse-and-provident-to-develop-18gw-campus-in-dfw-texas/,3,"1.8 GW DFW-area campus (Grand Prairie): 24 buildings across three phases with an on-site 1.8 GW switchyard. Grand Prairie spans Dallas/Tarrant/Ellis counties; the campus is in the Ellis County (southern) portion. Coordinates reflect the southern Grand Prairie / Ellis County zone. Provident cited 'at least $5B in direct construction impact' over the multi-year build-out (Bisnow) and ~$300M for one 360,000-sq-ft building (Dallas Innovates) - neither a confirmed campus capex pledge -> investmentUsd omitted. Ellis County adopted Chapter 312 abatement guidelines (~Oct 2025, $50M threshold); no executed abatement agreement for this campus was found."
rcm-hill-project-aquila-hill-county-tx,Project Aquila,"RCM Hill, LLC",Proposed,Proposed,likely,data_center,likely,confirmed,1235.0,,1235.0,"1,235 MW planned",800.0,"Hill, TX",,Hill,TX,32.03,-97.13,exact,,,,,,,,litigation,,800.0,,,Comanche Peak,TX,42.6,2430.0,32.298365,-97.78552,Hillsboro Solar Project,TX,0.9,10.0,SUN,32.029636,-97.14555,Colorado River - Austin,river,127.1,30.267,-97.743,Data center developer files lawsuit against Hill County moratorium,https://www.kwtx.com/2026/05/28/illegal-under-texas-law-data-center-developer-files-lawsuit-against-hill-county-moratorium/,1,"Unincorporated Hill County, near Hillsboro, ~55 mi south of Fort Worth. $80M+ land acquisition. A $61.75M ERCOT 'Batch Zero' capacity deposit was due July 24, 2026. Coordinates are approximate."
fermi-matador-amarillo-tx,Project Matador,Fermi America,Under construction,Under construction,confirmed,data_center,confirmed,reported,,,,,5769.0,"Amarillo, Carson County, TX",Amarillo,Carson County,TX,35.396,-101.543,exact,on_site_gas,mixed,,,unknown,,No confirmed water use figures published. Community opposition raised concerns about Ogallala Aquifer impacts from combined cooling demand of gas plants and data centers. Arid Texas Panhandle location heightens water supply risk.,contested,,5769.0,,,Project Matador Nuclear,TX,7.9,4468.0,35.283762,-101.569,Majestic 1 Wind Farm,TX,0.8,79.5,WND,35.3919,-101.53,Lake Texoma,reservoir,302.8,33.824,-96.571,"Fermi America acquires 600MW of gas turbines for 11GW AI mega campus in Amarillo, Texas",https://www.datacenterdynamics.com/en/news/fermi-america-acquires-600mw-of-gas-turbines-for-11gw-ai-mega-campus-in-amarillo-texas/,8,"11GW is the long-term ceiling for the HyperGrid campus; near-term company targets include 1GW by end of 2026 and 2.3GW first-phase delivery — these are company goals, not firm commitments. Land acreage reported variously (5,769 acres per DCD July 2025 and 5,855 acres per other sources; later company materials cite 7,570 acres on 7,570 acres); using 5,769 as the earliest confirmed figure, sourced from the gas turbine acquisition announcement. Coordinates approximate (seed-provided; site in Carson County ~12 miles NE of Amarillo, adjacent to DOE Pantex Plant). Fermi America co-founded January 2025 by former Texas Governor and U.S. Energy Secretary Rick Perry, Toby Neugebauer (CEO, departed April 2026 after being fired 'without cause'), and Griffin Perry. IPO raised $682M on Nasdaq under ticker FRMI (October 2025), valuing company at ~$19B at opening; market cap collapsed to ~$3.4B by April 2026 after leadership exits and loss of anchor tenant ($150M LOI canceled December 2025). Company organized as a REIT; had zero revenue at IPO. Investment: equipment financing commitments exceed $600M ($500M MUFG turbine warehouse + $200M Keystone/Cape facility); projected total project cost $70–90B is a range/projection, not a firm figure — omitted from investmentUsd per data-rigor policy. Jobs: 50,000+ projected across campus lifetime — projection only, omitted from jobs field. Nuclear campus name in NRC COLA filings: 'President Donald J. Trump Advanced Energy and Intelligence Campus'; publicly marketed as Project Matador / HyperGrid."
galaxy-digital-mcgregor-tx,Project Merlin (Helios II),Galaxy Digital,Proposed,Proposed,Data center,data_center,,confirmed,3500.0,,3500.0,"3,500 MW planned",3500.0,"McGregor, McLennan, TX",McGregor,McLennan,TX,31.44,-97.4,approximate,,,,,,,,,400000000.0,,,,Comanche Peak,TX,63.5,2430.0,32.298365,-97.78552,EDFR Bluebonnet,TX,2.4,9.9,SUN,31.411854,-97.42367,Colorado River - Austin,river,83.6,30.267,-97.743,"Galaxy Digital AI data center announced in McGregor, Texas",https://theenergymag.com/news/2026-06-25/galaxy-digital-ai-data-center-mcgregor-texas,2,"~500MW initial phase, up to 3,500MW long-term. 500 acres NE of the SpaceX facility. Second Galaxy Digital Texas site, distinct from the tracked Afton/Dickens County Helios campus."
compass-red-oak-tx,Red Oak Campus,Compass Datacenters,Proposed,Proposed,Data center,data_center,,reported,,,,,8,"Red Oak, Ellis, TX",Red Oak,Ellis,TX,32.537981,-96.804371,approximate,,,,,,,,,600000000.0,,,,Comanche Peak,TX,59.6,2430.0,32.298365,-97.78552,WAL3432,TX,5.8,1.2,NG,32.592923,-96.87984,Lake Texoma,reservoir,89.9,33.824,-96.571,Compass Datacenters looks to expand Red Oak campus,https://www.datacenterdynamics.com/en/news/compass-datacenters-looks-to-expand-red-oak-campus/,1,"Second DFW-area Compass site (buildings 3/4). Distinct operator/site from DataBank's separate Red Oak, TX campus (same town, different companies)."
databank-red-oak-tx,Red Oak Campus,DataBank,Under construction,Under construction,Data center,data_center,,confirmed,480.0,,480.0,480 MW planned,480.0,"Red Oak, Ellis, TX",Red Oak,Ellis,TX,32.5135,-96.7282,approximate,,,,,,,,,,,,,Comanche Peak,TX,63.4,2430.0,32.298365,-97.78552,Dolomite Storage,TX,4.0,125.7,MWH,32.456144,-96.73774,Lake Texoma,reservoir,91.0,33.824,-96.571,DataBank lands $2 billion loan for Dallas data center expansion,https://www.constructionowners.com/news/databank-lands-2-billion-loan-for-dallas-data-center-expansion,1,"292-acre, 8-building campus. Distinct operator/site from Compass Datacenters' separate Red Oak, TX campus (same town, different companies)."
rowan-temple-tx,Rowan Project Temple,Rowan Digital Infrastructure,Under construction,Under construction,confirmed,data_center,confirmed,confirmed,300.0,,300.0,300 MW planned,300.0,"Temple, Bell, TX",Temple,Bell,TX,31.0982,-97.3428,exact,,grid,Oncor,,closed_loop,,"City of Temple requires closed-loop cooling for data-center projects; Project Temple's domestic water use is contractually capped at 4,000 gal/day (a contractual requirement, not an estimate) with no ongoing cooling-water withdrawal. The full utility-services agreement was withheld by the City in response to a records request.",mixed,,,,,Comanche Peak,TX,86.9,2430.0,32.298365,-97.78552,HEB00182,TX,2.5,1.2,NG,31.07212,-97.3709,Colorado River - Austin,river,62.2,30.267,-97.743,Rowan powers Texas growth as construction begins on 300 MW Temple data center,https://rowan.digital/news/rowan-powers-texas-growth-as-construction-begins-on-300-mw-temple-data-center/,4,"300 MW campus in Temple, Bell County; $3B financing secured, operations targeted 2027. Distinct from Rowan's separately-tracked Frederick, MD campus. Coordinates are the Temple area centroid. The '$3B' figure is green debt financing (May 2026), not campus capex; the abatement cites a ~$700M minimum investment floor -> investmentUsd omitted. ~600 construction / ~40 permanent jobs projected (abatement requires >=48 permanent) -> jobs honest-zero."
mara-site-mat-1177-matagorda-tx,Site MAT 1177,MARA Holdings,Proposed,Proposed,Data center,data_center,,confirmed,1000.0,,1000.0,"1,000 MW planned",1000.0,"Matagorda, TX",,Matagorda,TX,28.95,-95.97,approximate,,,,,,,,,600000000.0,,,,South Texas Project,TX,11.7,2708.6,28.795,-96.0481,Ventures BESS,TX,2.2,226.8,MWH,28.974482,-95.99381,Colorado River - Austin,river,140.1,30.267,-97.743,MARA signs agreement with HIF to acquire strategic powered land site,https://www.stocktitan.net/news/MARA/mara-signs-agreement-with-hif-to-acquire-strategic-powered-land-site-nqvuby8e4d46.html,2,"~1,200 acres approximately 90 miles SW of Houston; up to 2,000MW long-term. Coordinates are a COUNTY-CENTROID approximation — exact city undisclosed."
soluna-project-kati-willacy-tx,Soluna Project Kati,Soluna Holdings,Under construction,Under construction,likely,data_center,likely,confirmed,166.0,,166.0,166 MW planned,166.0,"Raymondville, Willacy, TX",Raymondville,Willacy,TX,26.4804,-97.7836,exact,ERCOT grid,grid,,,,,,,,,,,South Texas Project,TX,192.0,2708.6,28.795,-96.0481,Magic Valley Wind Farm I LLC,TX,5.7,203.0,WND,26.475278,-97.69111,Colorado River - Austin,river,261.6,30.267,-97.743,"Soluna Breaks Ground on its Largest Site to Date, Project Kati",https://www.businesswire.com/news/home/20250911683738/en/Soluna-Breaks-Ground-on-its-Largest-Site-to-Date-Project-Kati,1,"Rio Grande Valley, Willacy County; 166 MW clean computing in two phases (scaling toward 300+ MW — in notes), ERCOT-approved, Phase 1 live early 2026. Coordinates are anchored to Raymondville (county seat); the exact parcel is unspecified."
stargate-abilene-tx,Stargate Abilene,OpenAI / Oracle / Crusoe,Under construction,Under construction,confirmed,data_center,confirmed,reported,1200.0,,1200.0,"1,200 MW planned",800.0,"Abilene, Taylor, TX",Abilene,Taylor,TX,32.4487,-99.7331,exact,grid (AEP Texas),mixed,AEP Texas,,closed_loop,,"Direct-to-chip liquid cooling with a zero-water-evaporation closed-loop system (per Measured AI, ~12,625 gallons per building per year). Mayor stated the facility would use less than 1% of Abilene's daily water. reportedMgd omitted — only per-building annual volume disclosed.",mixed,3500000000.0,800.0,,,Comanche Peak,TX,114.1,2430.0,32.298365,-97.78552,HEB00070,TX,1.8,1.2,NG,32.433318,-99.75832,Colorado River - Austin,river,191.1,30.267,-97.743,Announcing the Stargate Project — OpenAI,https://openai.com/index/announcing-the-stargate-project/,7,
stargate-milam-county-tx,Stargate Milam County Campus,OpenAI / SoftBank (SB Energy),Under construction,Under construction,confirmed,data_center,confirmed,reported,1200.0,,1200.0,"1,200 MW planned",595.0,"Milam, TX",,Milam,TX,30.852,-96.972,exact,on-site natural gas microgrid,solar,ERCOT,,closed_loop,,SB Energy states the facility uses a closed-loop water-cooling system 'designed to minimize water usage'; no permitted volume (MGD) is disclosed.,supported,470000000.0,595.0,,,Comanche Peak,TX,110.8,2430.0,32.298365,-97.78552,BT Jungmann,TX,6.2,40.0,SUN,30.903764,-97.05778,Colorado River - Austin,river,61.1,30.267,-97.743,OpenAI Stargate: where the US sites stand — Epoch AI,https://epoch.ai/publications/openai-stargate-where-the-us-sites-stand,5,
core-scientific-quinlan-tx,Telios Quinlan Campus,Core Scientific,Proposed,Proposed,Data center,data_center,,confirmed,430.0,,430.0,430 MW planned,430.0,"Quinlan, Hunt County, TX",Quinlan,Hunt County,TX,32.911,-96.138,approximate,,,,,,,,,232500000.0,,,,Comanche Peak,TX,104.8,2430.0,32.298365,-97.78552,BT Signal Ranch,TX,6.0,50.0,SUN,32.986,-96.086,Lake Texoma,reservoir,67.9,33.824,-96.571,Core Scientific 10-Q Q1 2026 (Telios Quinlan One acquisition),https://www.sec.gov/Archives/edgar/data/1839341/000162828026031396/core-20260331.htm,1,Acquisition of Telios Quinlan One LLC completed 2026-05-05; ~260 acres; utility Farmers Electric Cooperative; future data-center site. Primary-sourced from SEC 10-Q subsequent-events.
tesla-cortex-2-giga-texas-austin-tx,Tesla Cortex 2.0 AI Training Cluster (Giga Texas),Tesla,Under construction,Under construction,confirmed,data_center,confirmed,reported,500.0,,500.0,500 MW planned,500.0,"Austin, Travis, TX",Austin,Travis,TX,30.2223,-97.6171,approximate,,,,,,,,,,,,,South Texas Project,TX,136.5,2708.6,28.795,-96.0481,Austin TX GigaFactory,TX,0.2,5.4,SUN,30.22021,-97.61968,Colorado River - Austin,river,8.1,30.267,-97.743,Cortex 2.0: Tesla's new supercomputer at Giga Texas,https://interestingengineering.com/innovation/tesla-supercomputer-cortex-2-texas,4,"Dedicated, purpose-built AI training data center on the north side of Tesla's Giga Texas campus (unincorporated Travis County), separate from and adjacent to the original Cortex cluster. Trains neural networks for Full Self-Driving and the Optimus robot program; uses Nvidia GPUs. First ~250 MW targeted online with a full ~500 MW buildout targeted mid-2026; construction began early 2025. Coordinate is the Giga Texas campus point; Cortex 2.0 is a specific building on that campus."
tcdc-ector-county-tx,Texas Critical Data Centers (TCDC),Sharon AI + New Era Energy & Digital (joint venture),Proposed,Proposed,confirmed,data_center,confirmed,reported,250.0,,250.0,250 MW planned,438.0,"Ector, TX",,Ector,TX,31.87,-102.54,exact,,,,,,,,,,438.0,,,Project Matador Nuclear,TX,242.4,4468.0,35.283762,-101.569,Westover,TX,6.0,9.0,DFO,31.8362,-102.4461,Rio Grande - El Paso,river,231.7,31.761,-106.485,"TCDC signs LOI to acquire an additional 203 acres for off-grid data center campus in Ector County, Texas",https://www.datacenterdynamics.com/en/news/tcdc-signs-loi-to-acquire-an-additional-203-acres-for-offgrid-data-center-campus-in-ector-county-texas/,1,"Potential to scale beyond 1GW (ceiling, not a confirmed committed figure). Power partners Thunderhead Energy Solutions and Mawgan Capital (behind-the-meter gas generation); GlobeLink providing dark fiber. Phased: first 100MW segment targeted online by December 2026, remaining 150MW roughly 6 months later. Coordinates are approximate (Odessa area)."
tract-caldwell-valley-uhland-tx,Tract Caldwell Valley Technology Park,Tract,Proposed,Proposed,likely,data_center,likely,confirmed,2000.0,,2000.0,"2,000 MW planned",2000.0,"Uhland, Caldwell, TX",Uhland,Caldwell,TX,29.9499,-97.7889,exact,Blue Bonnet Electric Cooperative,grid,Blue Bonnet Electric Cooperative,,,,,,,,,,South Texas Project,TX,131.7,2708.6,28.795,-96.0481,Timmerman Power Plant,TX,5.3,368.0,NG,29.875,-97.807,Colorado River - Austin,river,22.1,30.267,-97.743,"Tract closes acquisition of 1,515 acres in Caldwell County, Texas for multi-gigawatt data center technology park",https://www.tract.com/news/tract-closes-acquisition-of-1515-acres-in-caldwell-county-texas-for-multi-gigawatt-data-center-technology-park/,1,"1,515-acre megasite in Caldwell County (Uhland area, between Austin and San Antonio); over 2 GW at full buildout (expansion toward ~4 GW is a ceiling — in notes), initial 360 MW utility delivery H1 2028 via Blue Bonnet Electric Cooperative. Land acquisition closed May 2025 (pre-construction). Coordinates are the Uhland area centroid."
vantage-frontier-shackelford-county-tx,Vantage Frontier Campus,Vantage Data Centers (for OpenAI / Oracle),Under construction,Under construction,confirmed,data_center,confirmed,reported,1400.0,,1400.0,"1,400 MW planned",1200.0,"Shackelford, TX",,Shackelford,TX,32.7272,-99.2987,exact,on-site natural gas microgrid (Voltagrid),on_site_gas,,700.0,closed_loop,,Vantage describes a closed-loop chilled-water system with 'near zero' water utilization efficiency; no reported MGD figure disclosed.,supported,,1200.0,,250.0,Comanche Peak,TX,93.0,2430.0,32.298365,-97.78552,Hackberry Wind Farm,TX,7.8,165.6,WND,32.7683,-99.4228,Lake Texoma,reservoir,174.8,33.824,-96.571,"Vantage Data Centers Unveils Plans for Frontier, a $25B Mega-campus in Texas — Vantage",https://vantage-dc.com/news/vantage-data-centers-unveils-plans-for-frontier-a-25b-mega-campus-in-texas-to-meet-unprecedented-ai-demand/,5,
beacon-westline-dove-creek-san-angelo-tx,Westline Site / Dove Creek Technology Campus,Beacon Data Centers (via Westline TX Holdings),Proposed,Proposed,Data center,data_center,,reported,,,,,1240.0,"San Angelo (Tankersley area, unincorporated), Tom Green, TX","San Angelo (Tankersley area, unincorporated)",Tom Green,TX,31.335,-100.478,approximate,,,,,,,,,,1240.0,,,Comanche Peak,TX,171.5,2430.0,32.298365,-97.78552,Angelo Solar,TX,13.5,195.0,SUN,31.51,-100.58,Colorado River - Austin,river,178.3,30.267,-97.743,TCEQ Air Quality Permit No. 184380 application (Westline TX Holdings),https://conchoobserver.com/data-center-permits-detail-proposed-air-quality-footprint/,3,"Anchored to TCEQ Air Quality Permit application #184380 filed by Westline TX Holdings (Beacon Data Centers). Site is ~1,240 buildable acres near the FM 2335 / US-67 South junction along Spring Creek, Precinct 4, Tom Green County. County commissioners rejected a proposed 12-month data-center moratorium 2026-06-02, citing litigation risk — an implicit but real signal the project is proceeding through the county's process. No MW capacity or investment figure disclosed in any source reviewed; left null per zero-fabrication rule. Coordinates are an approximate geocode of the named road junction (Tankersley, TX), not a parcel centroid — recommend verifying against the TCEQ permit's exact site description if available. Single-source (Concho Observer reporting a TCEQ air-quality permit application); recorded reported-tier pending a second corroborating primary."
creekstone-delta-ut,Creekstone Energy Delta Gigasite,Creekstone Energy,Under construction,Under construction,confirmed,data_center,confirmed,reported,10000.0,,10000.0,"10,000 MW planned",1143.0,"Delta, Millard, UT",Delta,Millard,UT,39.3527,-112.5777,exact,On-site natural gas + utility-scale solar (SITLA lease) + nuclear planned,mixed,,300.0,air,,Dry cooling design described as 'essentially waterless operation',,17000000000.0,1143.0,,,Kemmerer Unit 1,WY,194.1,500.0,41.705993,-110.5603,Intermountain Pumped Storage Project,UT,8.5,1000.0,WAT,39.414705,-112.4404,Great Salt Lake,lake,125.5,41.169,-112.583,Zeo Energy to supply 280MW for Creekstone's 10GW Delta Gigasite,https://www.datacenterdynamics.com/en/news/zeo-energy-to-supply-280mw-of-power-for-creekstone-energys-up-to-10gw-data-center-campus-in-millard-county-utah/,3,"Claims to be world's largest planned AI data center campus at 20M sq ft. 1,143 acres owned; 13,000-acre SITLA lease for solar (largest solar lease in Utah history — record previously stated 30,000 acres, corrected to 13,000 acres per March 2026 BusinessWire announcement and multiple independent sources). Initial customer BluSky AI allocated up to 50MW. Adjacent to Intermountain Power Project. 10GW is full-buildout target; first 300MW gas delivery H1 2027. Coordinates at Delta city centroid; site is southeast of Delta."
cyrusone-dugway-proving-ground-tooele-county-ut,CyrusOne Dugway Proving Ground Data Center,CyrusOne (in exclusive negotiations with the US Army),Proposed,Proposed,likely,data_center,likely,reported,,,,,1201.0,"Tooele, UT",,Tooele,UT,40.2,-112.93,exact,,,,,,,,,2000000000.0,1201.0,,,Kemmerer Unit 1,WY,161.6,500.0,41.705993,-110.5603,Tooele Army Depot(CSG),UT,36.1,7.2,MWH; SUN; WND,40.50303,-112.3706,Great Salt Lake,lake,69.4,41.169,-112.583,Army reaches conditional agreement with private industry for hyperscaled data centers,https://www.army.mil/article/291360/army_reaches_conditional_agreement_with_private_industry_for_hyperscaled_data_centers,2,"Conditionally selected, currently in exclusive negotiations with the US Army (not finalized); expected completion ~2029. Would be CyrusOne's first Utah facility, developed in partnership with Carlyle. Framed as AI-driven Army infrastructure ('AI is a strategic asset... force multiplier' per the Army Secretary) rather than marketed as a standalone AI-brand product. Coordinates are approximate."
joule-millard-county-ut,Joule Energy and Data Center Campus,Joule Capital Partners,Under construction,Under construction,confirmed,data_center,confirmed,reported,4000.0,,4000.0,"4,000 MW planned",4000.0,"Holden, Millard, UT",Holden,Millard,UT,39.1072,-112.165,exact,On-site Caterpillar G3520K gas generators; nuclear planned post-2030,on_site_gas,,1000.0,closed_loop,,Closed-loop direct-to-chip cooling saves millions of gallons vs evaporative; family water rights held by founders; no new water allocation required,mixed,,4000.0,,,Kemmerer Unit 1,WY,198.4,500.0,41.705993,-110.5603,Pavant Solar II LLC,UT,10.3,50.0,SUN,39.1625,-112.343,Great Salt Lake,lake,144.2,41.169,-112.583,Groundbreaking held for Joule data center campus in Millard County,https://www.abc4.com/news/central-utah/groundbreaking-millard-county-data-center/,2,"Founders Mark McDougal and David Gray converting family 4,000-acre alfalfa farm near Holden. Described by founders as largest private project in Utah history. Partnership with Caterpillar for generator sets; MOU with EnergySolutions for nuclear feasibility study. Part of Governor Cox's Operation Gigawatt initiative. Site at 4,800+ ft elevation for cooling efficiency. Coordinates approximate for Holden, Millard County."
meta-eagle-mountain-ut,Meta Eagle Mountain Data Center Campus,Meta,Operating,Operating,mixed_use,data_center,mixed_use,confirmed,,,,,500.0,"Eagle Mountain, Utah, UT",Eagle Mountain,Utah,UT,40.3138,-111.9697,exact,grid (Rocky Mountain Power) + renewable PPAs,solar,Rocky Mountain Power (PacifiCorp),,hybrid,,"Air-side economizer with evaporative assist and multi-pass water reuse. The campus consumed ~35.1 million gallons in 2024 (city data reported by Grist), more than double 2021. A 2018 confidentiality agreement kept monthly water use private and obliged the city to alert Meta to records requests, drawing transparency criticism. Meta pledges 200% water restoration by 2030 (e.g., a $200K Hobble Creek flow-restoration grant).",mixed,,500.0,1200.0,300.0,Kemmerer Unit 1,WY,121.0,500.0,41.705993,-110.5603,Lake Side Power Plant,UT,11.4,1246.5,NG,40.331667,-111.7542,Great Salt Lake,lake,67.2,41.169,-112.583,Meta Eagle Mountain Utah Campus — Baxtel,https://baxtel.com/data-center/meta-eagle-mountain-utah-campus,6,
qts-eagle-mountain-ut,QTS Eagle Mountain Data Center Campus,QTS Data Centers,Under construction,Under construction,confirmed,data_center,confirmed,reported,,,,,193.0,"Eagle Mountain, Utah, UT",Eagle Mountain,Utah,UT,40.3155,-111.9847,exact,grid (Rocky Mountain Power); water-free cooling,grid,Rocky Mountain Power (PacifiCorp),,closed_loop,,"A closed-loop system that QTS says does not consume water for cooling once operational — roughly a 600,000-gallon one-time fill per building plus modest domestic use — avoiding an estimated 250–300 million gallons/year versus evaporative cooling.",mixed,6000000000.0,193.0,2000.0,100.0,Kemmerer Unit 1,WY,121.4,500.0,41.705993,-110.5603,Lake Side Power Plant,UT,12.2,1246.5,NG,40.331667,-111.7542,Great Salt Lake,lake,66.8,41.169,-112.583,QTS begins construction on new datacenter campus in Eagle Mountain — Eagle Mountain City,https://eaglemountain.gov/qts-begins-construction-on-new-datacenter-campus-in-eagle-mountain/,6,
stratos-box-elder-ut,Stratos AI Data Center Campus,O'Leary Digital,Proposed,Proposed,confirmed,data_center,confirmed,reported,9000.0,,9000.0,"9,000 MW planned",40000.0,"Lucin, Box Elder, UT",Lucin,Box Elder,UT,41.5,-113.5,exact,On-site natural gas (Ruby Pipeline) + planned solar array,on_site_gas,,,closed_loop,,Closed-loop system using on-site saline water described as unsuitable for human or agricultural use; developer states no diversion from Great Salt Lake basin,contested,,40000.0,,,Kemmerer Unit 1,WY,152.5,500.0,41.705993,-110.5603,Raft River Geothermal Power Plant,ID,41.9,16.0,GEO,42.099417,-113.3825,Great Salt Lake,lake,52.8,41.169,-112.583,Stratos Project Fact Sheet — Box Elder County,https://www.boxeldercountyut.gov/647/Stratos-Project-Fact-Sheet,2,"Hansel Valley and Locomotive Valley, western Box Elder County near Lucin, UT. 60 planned data centers on initial 10,000-acre phase. 9GW is full-buildout figure; Phase 1 ~3GW. Total cost projected $100B+ at full buildout; only $20M invested as of mid-2026. Designed by Gensler. Environmental permitting via Utah DEQ expected to take ~2 years. MIDA oversight provides state-level approval authority. Coordinates are approximate for western Box Elder County; exact site boundaries unpublished."
anchorstone-58-east-data-campus-ringgold-va,58 East Data Campus (Route 58 East Data Center Campus),Anchorstone Advisors LLC,Permitted,Permitted,Data center,data_center,,reported,,,,,945.75,"Ringgold, Pittsylvania, VA",Ringgold,Pittsylvania,VA,36.6048,-79.2905,approximate,,,,,,,,,5000000000.0,945.75,,,Harris (NC),NC,69.7,950.9,35.6334,-78.9556,"Danville Farm, LLC",VA,1.1,12.0,SUN,36.591,-79.302,Kerr Reservoir,reservoir,55.1,36.599,-78.297,Pittsylvania County Board of Supervisors rezoning approval (7/16/2024) + Board of Zoning Appeals Special Use Permit approval,https://cardinalnews.org/2024/07/17/pittsylvania-county-approves-its-first-data-center-project/,4,"Also referred to in some coverage as 'Route 58 East Data Center Campus'. Board of Zoning Appeals granted the Special Use Permit under the county's new M-2 heavy-industrial data-center-by-SUP ordinance (adopted May 21, 2024). Construction of phase 1 targeted mid-2025 to early 2026 per developer statements at time of approval; up to ~5 buildings, 200MW with room for expansion, ~$4-5B projected investment, build-out over ~10 years. Coordinates are town-centroid for Ringgold, VA (approximate) — exact parcel not geocoded from a parcel ID in sources reviewed this session. Pittsylvania County's first data-center rezoning (~945 ac off US-58, Ringgold), approved 2024 per Cardinal News; ~$5B investment and ~200 MW are reported estimates from secondary coverage (not in the primary) — omitted as structured figures pending a county case doc."
adp-ladysmith-data-hub-caroline-va,ADP Ladysmith Data Hub,"ADP Ladysmith Data Hub, LLC",Proposed,Proposed,Data center,data_center,,reported,,,,,140.38,"Ruther Glen, Caroline, VA",Ruther Glen,Caroline,VA,38.00386898862997,-77.5030262165529,approximate,,,,,,,,,,140.38,,,North Anna,VA,16.1,1960.4,38.06,-77.7897,Ladysmith,VA,4.8,892.5,NG,38.0722,-77.5133,James River - Richmond,river,32.3,37.54,-77.436,"Caroline County Special Exceptions and Rezonings case listing, Case RZ-02-2025 / SPEX-06-2025",https://co.caroline.va.us/1036/Special-Exceptions-and-Rezonings,2,Companion case to RZ-02-2025 (proffer amendment). 2030 Comprehensive Plan designates parcel as Light Industrial within the Ladysmith Growth Area. Applicant proffering a 100' buffer. No public hearing date confirmed found in this pass — status kept as 'proposed' pending BOS action.
aws-mattermeade-caroline-va,AWS Mattermeade Tech Campus,Amazon Web Services,Proposed,Proposed,confirmed,data_center,confirmed,confirmed,770.0,,770.0,770 MW planned,770.0,"Bowling Green, Caroline, VA",Bowling Green,Caroline,VA,38.044,-77.3527,exact,,grid,,,,,,,,,,,North Anna,VA,23.8,1960.4,38.06,-77.7897,Ladysmith,VA,9.0,892.5,NG,38.0722,-77.5133,James River - Richmond,river,35.1,37.54,-77.436,"Amazon requests permit for 11-building data center campus in Caroline County, Virginia",https://www.datacenterdynamics.com/en/news/amazon-requests-permit-for-11-building-data-center-campus-in-caroline-county-virginia/,3,"1,143 acres across Caroline & Spotsylvania counties, SE of the I-95 / Mudd Tavern Rd interchange; 11 two-story data center buildings plus an office. Amazon is 'seeking to develop a minimum of 770 MW by 2027'. Recorded as proposed (federal permit application filed / public-comment stage as of early 2025). Coordinates are the Bowling Green / Woodford area centroid."
amazon-devlin-tech-park-va,Amazon Devlin Technology Park,Amazon Web Services,Permitted,Permitted,mixed_use,data_center,mixed_use,confirmed,,,,,188.5,"Bristow, Prince William, VA",Bristow,Prince William,VA,38.724,-77.558,exact,,,,,,,,contested,700000000.0,188.5,,,North Anna,VA,47.6,1960.4,38.06,-77.7897,Gateway Gen,VA,2.6,3.6,DFO,38.725278,-77.50972,Potomac River - Northern Virginia,river,19.3,38.969,-77.386,Amazon buys 189 acres in Prince William tech park for $700M,https://virginiabusiness.com/amazon-buys-189-acres-in-prince-william-tech-park-for-700m/,2,$700M land purchase is among the highest ever for undeveloped land in the US. Zoning allows up to 3.5 million sq ft of data center space and three substations. Adjacent to Microsoft's Bristow campus parcel. Coordinates approximate for northwest corner of Devlin and Linton Hall roads.
